dutyName,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum
경상북도포항의료원,054-245-0129,A2700005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,163,10,2.02E+13,Y,0,3,Y,A2700005,2
의료법인동춘의료재단문경제일병원,054-550-7777,A2700006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,57,1,2.02E+13,Y,0,2,Y,A2700006,1
의료법인서일의료재단문경중앙병원,054-554-3119,A2700067,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,35,0,2.02E+13,N1,0,1,Y,A2700067,2
의료법인삼백의료재단상주성모병원,054-530-7811,A2700009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,39,3,2.02E+13,Y,0,3,Y,A2700009,1
상주적십자병원,054-530-3171,A2700011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,119,5,2.02E+13,Y,0,2,Y,A2700011,2
의)근원의료재단경산중앙병원,053-715-0119,A2700019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,123,7,2.02E+13,Y,0,4,Y,A2700019,1
의료법인서명의료재단세명병원,053-819-8500,A2700036,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,81,6,2.02E+13,Y,0,5,Y,A2700036,2
의료법인이도의료재단남해병원,055-860-6630,A2800094,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,67,0,2.02E+13,Y,0,2,Y,A2800094,1
의령병원,055-573-6806,A2800090,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,32,0,2.02E+13,N1,0,0,Y,A2800090,1
태황의료재단한성병원,055-530-5119,A2800062,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,29,0,2.02E+13,Y,0,2,Y,A2800062,1
함양성심병원,055-964-4322,A2800080,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,20,0,2.02E+13,N1,0,1,Y,A2800080,1
삼성합천병원,070-5125-5030,A2800055,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,6,0,2.02E+13,Y,0,2,Y,A2800055,1
강일병원,055-822-0119,A2803677,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,5,13,0,2.02E+13,Y,0,3,Y,A2803677,1
의료법인환명의료재단조은금강병원,055-330-0200,A2800010,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,54,7,2.02E+13,Y,0,0,Y,A2800010,2
의료법인보원의료재단경희의료원교육협력중앙병원,055-330-6117,A2800016,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,94,15,2.02E+13,Y,0,9,Y,A2800016,3
의료법인갑을의료재단갑을장유병원,055-310-6119,A2800014,0,0,0,0,0,0,0,N,0,0,0,0,Y,N,0,0,N,18,45,0,2.02E+13,Y,0,4,Y,A2800014,4
의료법인숭인의료재단김해복음병원,055-330-8844,A2800006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,28,0,2.02E+13,Y,0,3,Y,A2800006,5
의료법인승연의료재단 삼천포서울병원,055-830-9019,A2800068,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,17,0,2.02E+13,Y,0,2,Y,A2800068,1
삼천포제일병원,055-830-3099,A2800101,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,115,0,2.02E+13,Y,0,2,Y,A2800101,2
경상대학교병원,055-750-8282,A2800001,0,Y,Y,0,2,0,0,Y,0,Y,0,0,Y,N,0,0,Y,22,131,0,2.02E+13,Y,12,13,Y,A2800001,1
반도병원,055-749-0200,A2800084,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,50,0,2.02E+13,Y,0,2,Y,A2800084,2
진주고려병원,055-751-2525,A2800015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,85,4,2.02E+13,Y,0,3,Y,A2800015,3
한일병원,055-750-1333,A2800043,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,6,15,0,2.02E+13,Y,0,2,Y,A2800043,4
진주복음병원,055-749-7119,A2800037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,36,0,2.02E+13,N,0,3,N,A2800037,5
제일병원,055-750-7119,A2800003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,46,1,2.02E+13,Y,0,4,Y,A2800003,6
의료법인청아의료재단청아병원,055-230-1700,A2800009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,75,0,2.02E+13,Y,0,3,Y,A2800009,1
학교법인성균관대학삼성창원병원,055-233-6119,A2800020,0,Y,Y,0,1,2,0,Y,0,Y,0,0,Y,N,0,0,Y,13,62,0,2.02E+13,Y,10,15,Y,A2800020,2
경상남도마산의료원,055-249-1119,A2800025,0,0,N,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,13,268,6,2.02E+13,Y,0,5,Y,A2800025,1
의료법인합포의료재단에스엠지연세병원,055-240-7777,A2800017,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,89,7,2.02E+13,Y,0,4,Y,A2800017,2
연세에스병원,055-548-7789,A2800021,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,101,3,2.02E+13,Y,0,3,Y,A2800021,1
재단법인대구포교성베네딕도수녀회창원파티마병원,055-270-1119,A2800004,0,Y,Y,0,6,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,81,0,2.02E+13,Y,2,7,Y,A2800004,1
창원경상대학교병원,055-214-1339,A2803505,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,22,131,7,2.02E+13,Y,7,14,Y,A2803505,1
의료법인한마음국제의료재단한마음창원병원,055-268-7333,A2800007,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,81,5,2.02E+13,Y,0,5,Y,A2800007,2
근로복지공단 창원병원,055-280-0400,A2800012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,155,5,2.02E+13,Y,0,3,Y,A2800012,3
새통영병원,055-640-4119,A2800092,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,64,0,2.02E+13,N,0,3,Y,A2800092,1
의료법인생명사랑의료재단밀양윤병원,070-5130-3823,A2800057,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,58,0,2.02E+13,Y,0,2,Y,A2800057,1
의료법인거붕백병원,055-733-0180,A2800008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,29,2,2.02E+13,Y,0,4,Y,A2800008,1
의료법인대우의료재단대우병원,055-680-8119,A2800005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,65,3,2.02E+13,Y,0,4,Y,A2800005,2
의료법인성념의료재단맑은샘병원,055-736-0119,A2800022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,18,0,2.02E+13,Y,0,2,Y,A2800022,3
양산부산대학교병원,055-360-1467,A2800011,0,Y,Y,0,2,6,0,Y,0,Y,0,0,Y,N,0,2,Y,10,161,0,2.02E+13,Y,12,22,Y,A2800011,1
웅상중앙병원,055-912-0119,A2803301,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,111,7,2.02E+13,Y,0,4,Y,A2803301,2
베데스다병원,055-781-9911,A2800019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,92,0,2.02E+13,Y,0,4,Y,A2800019,3
제주특별자치도 서귀포의료원,064-730-3001,A2900002,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,125,7,2.02E+13,Y,0,3,Y,A2900002,1
제주한라병원,064-740-5159,A2900001,0,Y,Y,0,0,0,0,Y,0,Y,0,8,Y,N,0,0,Y,9,44,0,2.02E+13,Y,1,5,Y,A2900001,1
한국병원,064-750-0119,A2900003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,53,6,2.02E+13,Y,0,2,Y,A2900003,2
제주대학교병원,064-717-1903,A2900007,0,Y,Y,0,1,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,97,0,2.02E+13,Y,11,12,Y,A2900007,3
한마음병원,064-750-9846,A2900005,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,37,7,2.02E+13,Y,0,4,Y,A2900005,4
의료법인 중앙의료재단 중앙병원,064-786-7119,A2900006,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,139,12,2.02E+13,Y,0,6,Y,A2900006,5
