dutyName,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum
의료법인성세의료재단뉴성민병원,032-726-1190,A1400008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,72,0,20200528193059,Y,0,5,Y,A1400008,304
의료법인 나사렛의료재단 나사렛국제병원,032-899-9699,A1400011,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,50,7,20200528193634,Y,0,4,Y,A1400011,305
인천광역시의료원백령병원,032-836-1732,A1400037,0,Y,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,30,0,20200528193504,N1,0,1,Y,A1400037,306
인천기독병원,032-270-8300,A1400009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,70,0,20200528192910,Y,0,4,Y,A1400009,307
인하대학교의과대학부속병원,032-890-2301,A1400002,0,Y,Y,0,3,2,0,Y,0,Y,0,0,Y,N,0,0,Y,3,192,0,20200528193443,Y,9,11,Y,A1400002,308
전라남도강진의료원,061-430-1109,A2600050,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,85,0,20200528193002,Y,0,3,Y,A2600050,309
의료법인영성의료재단고흥종합병원,061-830-3118,A2600018,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,135,2,20200528193349,Y,0,3,Y,A2600018,310
의료법인장호의료재단녹동현대병원,061-840-1119,A2600068,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,34,0,20200528193247,Y,0,2,Y,A2600068,311
곡성사랑병원,061-360-6009,A2600029,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,13,0,20200528193400,N1,0,1,Y,A2600029,312
광양사랑병원,061-797-7119,A2600006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,60,6,20200528193558,Y,0,0,Y,A2600006,313
구례병원,061-783-9119,A2600061,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,54,0,20200528193503,N1,0,1,Y,A2600061,314
나주종합병원,061-330-6112,A2600016,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,45,0,20200528193445,Y,0,2,Y,A2600016,315
담양사랑병원,061-380-9119,A2600054,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,33,0,20200528193401,N1,0,2,Y,A2600054,316
전남중앙병원,061-260-3119,A2600053,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,39,0,20200528193312,Y,0,3,Y,A2600053,317
의료법인해민의료재단 세안종합병원,061-260-6666,A2600007,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,52,3,20200528193244,Y,0,2,Y,A2600007,318
목포기독병원,061-280-7119,A2600020,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,61,3,20200528193311,Y,0,3,Y,A2600020,319
목포한국병원,061-270-5666,A2600011,0,Y,Y,0,0,0,0,Y,0,Y,0,6,Y,N,0,0,Y,6,65,3,20200528193248,Y,0,5,Y,A2600011,320
의료법인목포구암의료재단 목포중앙병원,061-280-3119,A2600017,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,105,2,20200528193620,Y,0,6,Y,A2600017,321
목포시의료원,061-260-6400,A2600022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,55,0,20200528193002,Y,0,2,Y,A2600022,322
대송의료재단무안병원,061-450-3119,A2600003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,2,90,5,20200528193511,N,0,2,Y,A2600003,323
보성아산병원,061-850-3119,A2600052,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,34,0,20200528192824,N1,0,2,Y,A2600052,324
의료법인삼호의료재단벌교삼호병원,061-859-5119,A2600066,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,75,0,20200528173013,N1,0,1,Y,A2600066,325
순천제일병원,061-720-3800,A2600008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,41,0,20200528193151,Y,0,2,Y,A2600008,326
전라남도순천의료원,061-759-9119,A2600056,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,78,6,20200528193502,Y,0,3,Y,A2600056,327
성가롤로병원,061-720-6119,A2600019,0,N,Y,0,5,2,0,Y,0,Y,0,0,Y,N,0,0,Y,9,100,0,20200528193632,Y,0,9,Y,A2600019,328
의료법인한국의료재단한국병원,061-740-5119,A2600005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,61,7,20200528193556,Y,0,3,Y,A2600005,329
근로복지공단 순천병원,061-720-7539,A2600012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,2,73,2,20200528193500,Y,0,3,Y,A2600012,330
의료법인신안대우병원,061-262-3309,A2600051,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,24,0,20200528193349,N1,0,0,Y,A2600051,331
여천전남병원,061-690-6118,A2600014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,80,8,20200528193447,Y,0,5,Y,A2600014,332
의료법인한마음의료재단여수제일병원,061-689-8119,A2600027,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,113,0,20200528193523,Y,0,2,Y,A2600027,333
여수전남병원,061-640-7119,A2600010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,61,1,20200528193315,Y,0,3,Y,A2600010,334
의료법인 거명의료재단 영광기독병원,061-350-3080,A2600034,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,81,0,20200528191129,Y,0,1,Y,A2600034,335
영광종합병원,061-350-8129,A2600015,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,46,1,20200528193105,Y,0,3,Y,A2600015,336
완도대성병원,061-554-9500,A2600032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,62,0,20200528193510,N1,0,1,Y,A2600032,337
의료법인행복나눔의료재단 장성병원,061-390-9119,A2600035,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,24,0,20200528193553,N1,0,1,Y,A2600035,338
의료법인 우범의료재단 장흥종합병원,061-860-1119,A2600021,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,14,0,20200528193310,Y,0,2,Y,A2600021,339
장흥우리병원,061-860-0119,A2600037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,50,0,20200528193200,N1,0,2,Y,A2600037,340
진도한국병원,061-542-7575,A2600040,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,39,0,20200528193532,N1,0,1,Y,A2600040,341
해남우리종합병원,061-530-7119,A2600077,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,36,6,20200528193219,Y,0,2,Y,A2600077,342
의료법인행촌의료재단해남종합병원,061-530-0119,A2600009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,134,4,20200528193503,Y,0,3,Y,A2600009,343
화순전남대학교병원,061-379-8882,A2600001,0,Y,Y,0,4,5,0,Y,0,Y,0,0,Y,N,0,0,Y,9,21,0,20200528193453,Y,1,10,Y,A2600001,344
화순고려병원,061-370-3778,A2600048,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,10,0,20200528193500,Y,0,1,Y,A2600048,345
의료법인석천재단고창병원,063-560-5558,A2500009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,93,0,20200528193345,Y,0,2,Y,A2500009,346
전라북도군산의료원,063-472-5130,A2500007,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,129,12,20200528193002,Y,0,6,Y,A2500007,347
의료법인오성의료재단동군산병원,063-440-0515,A2500012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,54,5,20200528193605,Y,0,6,Y,A2500012,348
전라북도 남원의료원,063-620-1119,A2500004,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,19,109,0,20200528193502,Y,0,3,Y,A2500004,349
무주군보건의료원,063-320-8315,E2500019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,0,0,20200528192535,N1,0,0,Y,E2500019,350
의료법인혜성병원,063-583-5001,A2500018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,53,0,20200528193132,Y,0,1,Y,A2500018,351
부안성모병원,063-580-8119,A2500010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,64,2,20200528193431,Y,0,3,Y,A2500010,352
순창군보건의료원,063-650-5352,E2500021,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,0,0,20200528193035,N1,0,0,Y,E2500021,353
원광대학교병원,063-859-1165,A2500001,0,Y,Y,0,1,2,0,Y,0,Y,0,5,Y,N,0,0,Y,-9,61,0,20200528193501,Y,12,2,Y,A2500001,354
의료법인대산의료재단익산병원,063-840-9112,A2500011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,26,4,20200528193526,Y,0,5,Y,A2500011,355
임실군보건의료원,063-640-3119,E2500022,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,5,0,0,20200528193535,N1,0,0,Y,E2500022,356
장수군보건의료원,063-350-2119,E2500020,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,5,0,0,20200528193535,N1,0,0,Y,E2500020,357
전북대학교병원,063-250-1131,A2500002,0,Y,Y,0,1,0,0,Y,10,Y,0,0,Y,N,0,0,Y,1,195,0,20200528192938,Y,16,20,Y,A2500002,358
대자인병원,063-250-8701,A2500056,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,43,8,20200528193503,Y,0,6,Y,A2500056,359
의료법인영경의료재단호성전주병원,063-240-8862,A2501890,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,54,0,20200528193200,Y,0,2,Y,A2501890,360
재단법인예수병원유지재단예수병원,063-230-8280,A2500006,0,Y,Y,0,0,0,0,Y,2,Y,0,0,Y,N,0,0,Y,36,120,3,20200528193508,Y,9,10,Y,A2500006,361
의료법인영경의료재단전주병원,063-226-6119,A2500005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,15,4,20200528193616,Y,0,3,Y,A2500005,362
재단법인 아산사회복지재단 정읍아산병원,063-530-6129,A2500008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,18,31,3,20200528193501,Y,0,3,Y,A2500008,363
진안군의료원,063-430-7119,A2502031,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,47,0,20200528193502,N1,0,2,Y,A2502031,364
제주특별자치도 서귀포의료원,064-730-3001,A2900002,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,97,6,20200528193602,Y,0,4,Y,A2900002,365
제주한라병원,064-740-5159,A2900001,0,Y,Y,0,0,0,0,Y,0,Y,0,13,Y,N,0,0,Y,10,57,2,20200528193317,Y,2,6,Y,A2900001,366
한국병원,064-750-0119,A2900003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,75,7,20200528193600,Y,0,2,Y,A2900003,367
제주대학교병원,064-717-1903,A2900007,0,Y,Y,0,4,2,0,Y,0,Y,0,0,Y,N,0,0,Y,6,84,0,20200528193337,Y,10,12,Y,A2900007,368
한마음병원,064-750-9846,A2900005,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,13,3,20200528193730,Y,0,4,Y,A2900005,369
의료법인 중앙의료재단 중앙병원,064-786-7119,A2900006,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,126,13,20200528193153,Y,0,6,Y,A2900006,370
충청남도공주의료원,041-962-1365,A2400010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,11,151,0,20200528193602,Y,0,6,Y,A2400010,371
의료법인백제병원,041-730-8882,A2400009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,108,3,20200528172051,Y,0,3,Y,A2400009,372
당진종합병원,070-7332-8248,A2400008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,95,3,20200528193338,Y,0,4,Y,A2400008,373
재단법인아산사회복지재단보령아산병원,041-930-5333,A2400011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,37,3,20200528193501,Y,0,2,Y,A2400011,374
학교법인건양학원건양대학교부여병원,041-837-1201,A2400038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,16,0,20200528193042,N1,0,1,Y,A2400038,375
서산중앙병원,041-661-1195,A2400003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,31,4,20200528193923,Y,0,3,Y,A2400003,376
충청남도서산의료원,041-689-7119,A2400006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,29,2,20200528193602,Y,0,2,Y,A2400006,377
의료법인서해병원,041-950-0219,A2400044,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,40,0,20200528192828,N1,0,0,Y,A2400044,378
아산충무병원,041-536-6519,A2402257,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,168,7,20200528193610,Y,0,3,Y,A2402257,379
단국대학교의과대학부속병원,041-550-6840,A2400002,0,Y,Y,0,0,1,0,Y,1,Y,0,3,Y,N,0,0,Y,16,52,0,20200528193552,Y,0,11,Y,A2400002,380
학교법인동은학원순천향대학교부속천안병원,041-570-2299,A2400001,0,Y,Y,0,2,3,0,Y,0,Y,0,0,Y,N,0,0,Y,7,63,1,20200528193520,Y,-2,12,Y,A2400001,381
충청남도천안의료원,,A2400005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,223,0,20200528193502,Y,0,4,Y,A2400005,382
의료법인영서의료재단천안충무병원,041-570-7519,A2400012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,73,2,20200528193336,Y,0,4,Y,A2400012,383
청양군보건의료원,041-940-4951,E2400032,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,6,0,0,20200528193535,N1,0,1,Y,E2400032,384
태안군보건의료원,041-671-5319,E2400033,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,0,0,20200528193035,N1,0,0,Y,E2400033,385
충청남도홍성의료원,041-630-6119,A2400007,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,158,12,20200528193602,Y,0,4,Y,A2400007,386
의료법인대광의료재단괴산성모병원,043-830-5411,A2300034,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,46,0,20200528193312,Y,0,1,Y,A2300034,387
의료법인조윤의료재단영동병원,043-740-9333,A2300030,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,44,0,20200528193509,Y,0,2,Y,A2300030,388
의료법인힐링의료재단옥천성모병원,043-730-7119,A2300011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,62,0,20200528193506,Y,0,2,Y,A2300011,389
의료법인태성의료재단금왕태성병원,043-881-8801,A2300015,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,55,0,20200528193437,Y,0,1,Y,A2300015,390
의료법인명지의료재단명지병원,043-640-8117,A2300009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,21,2,20200528193211,Y,0,3,Y,A2300009,391
의료법인자산의료재단제천서울병원,043-643-2327,A2300005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,20,46,3,20200528193537,Y,0,2,Y,A2300005,392
의료법인건명의료재단진천성모병원,043-537-9119,A2300013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,85,1,20200528193553,Y,0,5,Y,A2300013,393
의료법인인화재단한국병원,043-222-6177,A2300007,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,30,3,20200528192639,Y,0,5,Y,A2300007,394
의료법인정산의료재단효성병원,043-222-8275,A2300003,0,0,N,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,102,10,20200528193503,Y,0,4,Y,A2300003,395
충북대학교병원,043-269-6993,A2300001,0,Y,Y,0,0,0,0,Y,0,Y,0,2,Y,N,1,0,Y,12,67,7,20200528193508,Y,8,13,Y,A2300001,396
충청북도청주의료원,,A2300006,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,340,13,20200528193502,Y,0,5,Y,A2300006,397
청주성모병원,043-219-8119,A2300008,0,0,Y,0,0,5,0,Y,0,Y,0,0,Y,N,0,0,Y,10,113,0,20200528193508,Y,0,8,Y,A2300008,398
의료법인한마음의료재단하나병원,043-230-6122,A2300002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,3,62,0,20200528193417,Y,0,7,Y,A2300002,399
재단법인베스티안재단베스티안병원,043-904-8925,A2302011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,152,6,20200528192638,Y,0,4,Y,A2302011,400
건국대학교의료원충주병원,043-840-8330,A2300010,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,36,6,20200528193501,Y,0,5,Y,A2300010,401
충청북도충주의료원,043-871-9119,A2300004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,135,3,20200528193503,Y,0,4,Y,A2300004,402
