criterion,dutyName.x.x,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum,dutyName.y,mkioskty25,mkioskty1,mkioskty2,mkioskty3,mkioskty4,mkioskty5,mkioskty6,mkioskty7,mkioskty8,mkioskty9,mkioskty10,mkioskty11,dutyName.x.y,score
2,인제대학교해운대백병원,051-797-0119,A1200022,0,Y,Y,0,5,4,0,Y,0,Y,0,0,Y,N,0,0,Y,-6,46,0,2.02E+13,Y,3,18,Y,A1200022,229,인제대학교해운대백병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,인제대학교해운대백병원,187.6104576
2,연세대학교의과대학강남세브란스병원,02-2019-3333,A1100015,0,Y,Y,0,0,0,0,Y,3,Y,0,0,Y,N,0,0,Y,-2,45,4,2.02E+13,Y,1,22,Y,A1100015,230,연세대학교의과대학강남세브란스병원,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,연세대학교의과대학강남세브란스병원,141.7324702
2,삼성서울병원,02-3410-2060,A1100010,0,Y,Y,0,8,14,0,Y,2,Y,0,0,Y,N,0,13,Y,29,381,5,2.02E+13,Y,12,47,Y,A1100010,231,삼성서울병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,삼성서울병원,256.0700806
2,강동경희대학교의대병원,02-440-8282,A1100043,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,135,6,2.02E+13,Y,2,10,Y,A1100043,232,강동경희대학교의대병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,강동경희대학교의대병원,161.0949538
3,성심의료재단강동성심병원,02-2224-2358,A1100028,0,Y,Y,0,0,3,0,Y,0,Y,0,0,Y,N,0,0,Y,10,128,0,2.02E+13,Y,3,12,Y,A1100028,233,성심의료재단강동성심병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,성심의료재단강동성심병원,180.4915929
2,한국보훈복지의료공단중앙보훈병원,02-2225-1100,A1100053,0,0,0,0,7,6,0,Y,0,Y,0,0,Y,N,0,0,Y,9,127,0,2.02E+13,Y,0,13,Y,A1100053,234,한국보훈복지의료공단중앙보훈병원,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,한국보훈복지의료공단중앙보훈병원,117.3143767
3,에이치플러스양지병원,070-4665-9119,A1100041,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,65,8,2.02E+13,Y,0,6,Y,A1100041,238,에이치플러스양지병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,에이치플러스양지병원,90.17223727
2,건국대학교병원,02-2030-5555,A1100002,0,Y,Y,0,6,4,0,Y,0,Y,0,0,Y,N,0,0,Y,13,161,0,2.02E+13,Y,6,16,Y,A1100002,239,건국대학교병원,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,건국대학교병원,196.5126276
3,혜민병원,02-2049-9119,A1100051,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,66,5,2.02E+13,Y,0,5,Y,A1100051,240,혜민병원,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,혜민병원,66.49295997
2,구로성심병원,02-2067-1515,A1100026,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,45,0,2.02E+13,N,0,2,Y,A1100026,241,구로성심병원,Y,N,Y,N,Y,N,Y,N,N,N,N,N,구로성심병원,39.18282976
3,고려대학교의과대학부속구로병원,02-2626-1557,A1100014,0,Y,Y,0,0,1,0,Y,0,Y,0,0,Y,N,0,0,Y,13,93,2,2.02E+13,Y,3,15,Y,A1100014,242,고려대학교의과대학부속구로병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,고려대학교의과대학부속구로병원,176.5898256
2,희명병원,02-809-0122,A1100049,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,6,43,4,2.02E+13,Y,0,3,Y,A1100049,243,희명병원,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,희명병원,65.05849182
1,한국원자력의학원원자력병원,02-970-2621,A1100027,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,77,1,2.02E+13,Y,0,9,Y,A1100027,244,한국원자력의학원원자력병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,한국원자력의학원원자력병원,86.93322284
2,인제대학교상계백병원,02-950-1100,A1100016,0,Y,Y,0,1,3,0,Y,2,Y,0,0,Y,N,0,0,Y,6,97,0,2.02E+13,Y,0,12,Y,A1100016,245,인제대학교상계백병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,인제대학교상계백병원,186.9056035
2,노원을지대학교병원,02-970-8282,A1100048,0,Y,Y,0,6,3,0,Y,0,Y,0,0,Y,N,0,0,Y,10,115,0,2.02E+13,Y,5,9,Y,A1100048,246,노원을지대학교병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,노원을지대학교병원,185.4256321
2,의료법인한전의료재단한일병원,02-901-3000,A1100020,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,89,2,2.02E+13,Y,3,8,Y,A1100020,247,의료법인한전의료재단한일병원,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,의료법인한전의료재단한일병원,103.4044458
3,경희대학교병원,02-958-8282,A1100001,0,Y,Y,0,0,0,0,Y,1,Y,0,0,Y,N,0,0,Y,10,103,4,2.02E+13,Y,9,13,Y,A1100001,248,경희대학교병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,경희대학교병원,176.5949987
2,삼육서울병원,02-2210-3566,A1100021,0,0,N,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,77,0,2.02E+13,Y,4,5,Y,A1100021,249,삼육서울병원,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,삼육서울병원,102.5758023
2,서울성심병원,02-966-1616,A1100050,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,73,6,2.02E+13,Y,0,6,Y,A1100050,251,서울성심병원,N,N,N,N,Y,N,Y,Y,Y,N,N,N,서울성심병원,65.96499614
2,서울특별시보라매병원,02-870-2119,A1100040,0,Y,Y,0,1,8,0,Y,0,Y,0,0,Y,N,0,0,Y,21,146,0,2.02E+13,Y,2,10,Y,A1100040,252,서울특별시보라매병원,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,서울특별시보라매병원,193.4699067
3,중앙대학교병원,02-6299-1339,A1100003,0,Y,Y,0,13,6,0,Y,0,Y,0,0,Y,N,0,0,Y,9,150,0,2.02E+13,Y,1,14,Y,A1100003,253,중앙대학교병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,중앙대학교병원,214.2823523
2,학교법인연세대학교의과대학세브란스병원,02-2227-7777,A1100007,0,Y,Y,0,6,17,0,Y,5,Y,0,0,Y,N,4,0,Y,-4,125,0,2.02E+13,Y,4,5,Y,A1100007,254,학교법인연세대학교의과대학세브란스병원,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,학교법인연세대학교의과대학세브란스병원,218.0684031
2,학교법인가톨릭학원가톨릭대학교서울성모병원,02-2258-2370,A1100012,0,Y,Y,0,2,13,0,Y,10,Y,0,0,Y,N,0,4,Y,6,105,1,2.02E+13,Y,23,26,Y,A1100012,256,학교법인가톨릭학원가톨릭대학교서울성모병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,학교법인가톨릭학원가톨릭대학교서울성모병원,246.734692
2,한양대학교병원,02-2290-8284,A1100013,0,Y,Y,0,1,3,0,Y,0,Y,0,0,Y,N,0,0,Y,18,128,0,2.02E+13,Y,2,15,Y,A1100013,257,한양대학교병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,한양대학교병원,185.4623877
2,(학)고려대학교의과대학부속병원(안암병원),02-920-5374,A1100008,0,Y,Y,0,0,4,0,Y,0,Y,0,0,Y,N,0,0,Y,5,64,0,2.02E+13,Y,-2,19,Y,A1100008,258,학,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,(학)고려대학교의과대학부속병원(안암병원),183.9479061
2,경찰병원,02-3400-1300,A1100039,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,61,12,2.02E+13,Y,0,7,Y,A1100039,259,경찰병원,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,경찰병원,69.91883919
2,재단법인아산사회복지재단 서울아산병원,02-3010-3333,A1100009,0,Y,Y,0,1,0,0,Y,4,Y,0,0,Y,N,0,1,Y,29,92,0,2.02E+13,Y,15,63,Y,A1100009,260,재단법인아산사회복지재단,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,재단법인아산사회복지재단 서울아산병원,223.2451129
3,홍익병원,02-2600-0777,A1100019,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,110,3,2.02E+13,Y,0,0,Y,A1100019,261,홍익병원,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,홍익병원,93.77687017
2,이화여자대학교의과대학부속목동병원,02-2650-5911,A1100005,0,Y,Y,0,1,5,0,Y,0,Y,0,0,Y,N,0,0,Y,10,111,0,2.02E+13,Y,6,11,Y,A1100005,263,이화여자대학교의과대학부속목동병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,이화여자대학교의과대학부속목동병원,179.282917
2,가톨릭대학교여의도성모병원,02-3779-1188,A1100011,0,Y,Y,0,0,0,0,Y,8,Y,0,0,Y,N,0,0,Y,-1,39,0,2.02E+13,Y,-2,9,Y,A1100011,264,가톨릭대학교여의도성모병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,가톨릭대학교여의도성모병원,178.5857575
1,명지성모병원,02-829-7800,A1100024,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,70,4,2.02E+13,Y,0,3,Y,A1100024,265,명지성모병원,Y,N,N,Y,Y,Y,N,N,N,N,N,N,명지성모병원,75.02796279
2,한림대학교강남성심병원,02-829-5119,A1100055,0,Y,Y,0,4,5,0,Y,0,Y,0,0,Y,N,0,0,Y,16,134,0,2.02E+13,Y,4,13,Y,A1100055,267,한림대학교강남성심병원,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,한림대학교강남성심병원,168.8247912
2,성애의료재단성애병원,02-840-7115,A1100054,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,81,3,2.02E+13,Y,4,5,Y,A1100054,268,성애의료재단성애병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,성애의료재단성애병원,147.6719057
3,순천향대학교 부속 서울병원,02-709-9117-9,A1100004,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,147,0,2.02E+13,Y,7,12,Y,A1100004,269,순천향대학교,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,순천향대학교 부속 서울병원,175.7520541
3,의료법인청구성심병원,02-383-0129,A1100023,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,46,5,2.02E+13,Y,0,3,Y,A1100023,271,의료법인청구성심병원,Y,N,N,Y,Y,N,Y,N,N,N,N,N,의료법인청구성심병원,57.86622953
2,서울대학교병원,02-2072-2475,A1100017,0,Y,Y,0,1,4,0,Y,0,Y,0,0,Y,N,3,0,Y,-13,69,1,2.02E+13,Y,8,52,Y,A1100017,272,서울대학교병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,서울대학교병원,213.2413521
2,강북삼성병원,02-2001-1000,A1100006,0,Y,Y,0,4,1,0,Y,0,Y,0,0,Y,N,0,0,Y,-15,54,0,2.02E+13,Y,-1,11,Y,A1100006,273,강북삼성병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,강북삼성병원,173.6876338
2,서울적십자병원,NA,A1100029,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,160,8,2.02E+13,Y,0,6,Y,A1100029,274,서울적십자병원,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,서울적십자병원,80.79782499
2,인제대학교서울백병원,02-2270-0119,A1100033,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,44,1,2.02E+13,Y,0,4,Y,A1100033,276,인제대학교서울백병원,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,인제대학교서울백병원,92.69768863
2,녹색병원,02-490-2112-3,A1100044,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,66,3,2.02E+13,Y,0,3,Y,A1100044,278,녹색병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,녹색병원,57.39998697
3,서울특별시서울의료원,NA,A1100035,0,Y,Y,0,7,0,0,Y,6,Y,0,0,Y,N,0,0,Y,16,395,0,2.02E+13,Y,4,9,Y,A1100035,279,서울특별시서울의료원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,서울특별시서울의료원,218.8785765
2,의료법인정안의료재단중앙병원,052-226-1119,A1700028,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,31,0,2.02E+13,Y,0,4,Y,A1700028,281,의료법인정안의료재단중앙병원,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,의료법인정안의료재단중앙병원,86.6546033
2,의료법인 은성의료재단 좋은삼정병원,052-220-7600,A1700011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,61,0,2.02E+13,Y,0,4,Y,A1700011,282,의료법인,N,N,N,N,Y,N,Y,N,N,Y,N,N,의료법인 은성의료재단 좋은삼정병원,50.61128541
3,의료법인혜명심의료재단 울산병원,052-259-5119,A1700003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,60,3,2.02E+13,Y,0,3,Y,A1700003,283,의료법인혜명심의료재단,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,의료법인혜명심의료재단 울산병원,87.70371615
3,학교법인 울산공업학원 울산대학교병원,052-250-7000,A1700004,0,Y,Y,0,1,1,0,Y,0,Y,0,6,Y,N,0,1,Y,2,155,0,2.02E+13,Y,0,18,Y,A1700004,284,학교법인,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,학교법인 울산공업학원 울산대학교병원,191.5645903
1,의료법인송은의료재단울산시티병원,052-280-9119,A1700025,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,18,0,2.02E+13,Y,0,7,Y,A1700025,285,의료법인송은의료재단울산시티병원,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,의료법인송은의료재단울산시티병원,63.10694883
3,서울산보람병원,052-255-7119,A1700001,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,68,0,2.02E+13,Y,0,3,Y,A1700001,286,서울산보람병원,Y,N,N,N,Y,N,N,N,N,Y,N,N,서울산보람병원,44.79316039
3,의료법인동강의료재단동천동강병원,052-702-3456,A1701489,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,22,6,2.02E+13,Y,0,5,Y,A1701489,287,의료법인동강의료재단동천동강병원,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,의료법인동강의료재단동천동강병원,86.30589935
3,의료법인동강의료재단동강병원,052-241-1190,A1700002,0,0,0,0,0,1,0,Y,0,Y,0,0,Y,N,0,0,Y,19,96,0,2.02E+13,Y,0,7,Y,A1700002,288,의료법인동강의료재단동강병원,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,의료법인동강의료재단동강병원,101.3852645
3,메디플렉스 세종병원,032-240-8119,A1403372,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,93,3,2.02E+13,Y,0,5,Y,A1403372,290,메디플렉스,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,메디플렉스 세종병원,85.67165768
3,의료법인인성의료재단한림병원,032-540-9119,A1400014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,68,8,2.02E+13,Y,0,6,Y,A1400014,291,의료법인인성의료재단한림병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,의료법인인성의료재단한림병원,90.25516161
2,의료법인 길의료재단 길병원,032-460-3012,A1400001,0,Y,Y,0,2,1,0,Y,0,Y,0,7,Y,N,0,0,Y,3,277,0,2.02E+13,Y,13,2,Y,A1400001,292,의료법인,N,N,N,N,Y,N,N,N,N,N,N,N,의료법인 길의료재단 길병원,109.8047957
3,인천광역시의료원,032-580-6119,A1400017,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,126,15,2.02E+13,Y,0,6,Y,A1400017,293,인천광역시의료원,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,인천광역시의료원,81.73600057
3,의료법인 성수의료재단 인천백병원,032-280-8119,A1400007,0,Y,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,82,3,2.02E+13,Y,0,4,Y,A1400007,294,의료법인,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,의료법인 성수의료재단 인천백병원,79.67762361
3,현대유비스병원,032-890-5582,A1400004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,30,4,2.02E+13,Y,0,6,Y,A1400004,295,현대유비스병원,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,현대유비스병원,94.05592268
3,인천사랑병원,032-457-2119,A1400016,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,65,10,2.02E+13,Y,0,6,Y,A1400016,296,인천사랑병원,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,인천사랑병원,108.8927012
2,가톨릭대학교인천성모병원,032-280-6107,A1400012,0,Y,Y,0,-2,2,0,Y,1,Y,0,0,Y,N,0,0,Y,2,92,0,2.02E+13,Y,6,13,Y,A1400012,297,가톨릭대학교인천성모병원,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,가톨릭대학교인천성모병원,175.6996474
3,안은의료재단 부평세림병원,032-509-5777,A1400013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,72,4,2.02E+13,Y,0,4,Y,A1400013,299,안은의료재단,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,안은의료재단 부평세림병원,59.32822489
3,가톨릭관동대학교국제성모병원,032-290-3065,A1400015,0,Y,Y,0,0,0,0,Y,1,Y,0,0,Y,N,0,0,Y,7,167,6,2.02E+13,Y,0,8,Y,A1400015,300,가톨릭관동대학교국제성모병원,N,N,N,N,Y,N,N,N,N,N,N,N,가톨릭관동대학교국제성모병원,96.54478192
1,온누리병원,032-568-9111,A1400005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,44,0,2.02E+13,Y,0,4,Y,A1400005,301,온누리병원,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,온누리병원,72.00386925
3,의료법인루가의료재단나은병원,032-584-4119,A1400003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,97,9,2.02E+13,Y,0,6,Y,A1400003,302,의료법인루가의료재단나은병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,의료법인루가의료재단나은병원,92.26218839
3,검단탑병원,032-590-0077,A1400010,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,88,4,2.02E+13,Y,0,4,Y,A1400010,303,검단탑병원,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,검단탑병원,96.10808119
2,의료법인성세의료재단뉴성민병원,032-726-1190,A1400008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,72,0,2.02E+13,Y,0,5,Y,A1400008,304,의료법인성세의료재단뉴성민병원,N,N,N,N,Y,N,Y,Y,Y,N,N,N,의료법인성세의료재단뉴성민병원,65.1022866
2,의료법인 나사렛의료재단 나사렛국제병원,032-899-9699,A1400011,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,50,7,2.02E+13,Y,0,4,Y,A1400011,305,의료법인,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,의료법인 나사렛의료재단 나사렛국제병원,73.73384761
3,인천기독병원,032-270-8300,A1400009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,70,0,2.02E+13,Y,0,4,Y,A1400009,307,인천기독병원,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,인천기독병원,61.92707725
3,인하대학교의과대학부속병원,032-890-2301,A1400002,0,Y,Y,0,3,2,0,Y,0,Y,0,0,Y,N,0,0,Y,3,192,0,2.02E+13,Y,9,11,Y,A1400002,308,인하대학교의과대학부속병원,N,N,N,N,Y,N,N,N,N,N,N,N,인하대학교의과대학부속병원,108.550794
2,의료법인영성의료재단고흥종합병원,061-830-3118,A2600018,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,135,2,2.02E+13,Y,0,3,Y,A2600018,310,의료법인영성의료재단고흥종합병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,의료법인영성의료재단고흥종합병원,75.07898468
2,곡성사랑병원,061-360-6009,A2600029,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,13,0,2.02E+13,N1,0,1,Y,A2600029,312,곡성사랑병원,N,N,N,N,Y,N,N,N,Y,N,N,Y,곡성사랑병원,49.41949488
1,광양사랑병원,061-797-7119,A2600006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,60,6,2.02E+13,Y,0,0,Y,A2600006,313,광양사랑병원,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,광양사랑병원,55.14183821
2,나주종합병원,061-330-6112,A2600016,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,45,0,2.02E+13,Y,0,2,Y,A2600016,315,나주종합병원,N,N,N,N,Y,N,Y,N,N,N,N,N,나주종합병원,47.84626755
2,담양사랑병원,061-380-9119,A2600054,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,33,0,2.02E+13,N1,0,2,Y,A2600054,316,담양사랑병원,N,N,N,N,Y,N,N,N,N,Y,N,N,담양사랑병원,32.24052508
3,전남중앙병원,061-260-3119,A2600053,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,39,0,2.02E+13,Y,0,3,Y,A2600053,317,전남중앙병원,Y,N,N,N,Y,N,Y,N,Y,N,N,N,전남중앙병원,55.64018971
2,목포기독병원,061-280-7119,A2600020,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,61,3,2.02E+13,Y,0,3,Y,A2600020,319,목포기독병원,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,목포기독병원,66.59392256
2,목포한국병원,061-270-5666,A2600011,0,Y,Y,0,0,0,0,Y,0,Y,0,6,Y,N,0,0,Y,6,65,3,2.02E+13,Y,0,5,Y,A2600011,320,목포한국병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,목포한국병원,122.7303324
3,의료법인목포구암의료재단 목포중앙병원,061-280-3119,A2600017,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,105,2,2.02E+13,Y,0,6,Y,A2600017,321,의료법인목포구암의료재단,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,의료법인목포구암의료재단 목포중앙병원,104.8084385
3,목포시의료원,061-260-6400,A2600022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,55,0,2.02E+13,Y,0,2,Y,A2600022,322,목포시의료원,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,목포시의료원,67.94104086
2,대송의료재단무안병원,061-450-3119,A2600003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,2,90,5,2.02E+13,N,0,2,Y,A2600003,323,대송의료재단무안병원,N,N,N,N,Y,N,N,N,N,N,N,N,대송의료재단무안병원,35.95821192
2,보성아산병원,061-850-3119,A2600052,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,34,0,2.02E+13,N1,0,2,Y,A2600052,324,보성아산병원,N,N,N,N,Y,N,N,N,N,N,N,N,보성아산병원,32.44475742
3,순천제일병원,061-720-3800,A2600008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,41,0,2.02E+13,Y,0,2,Y,A2600008,326,순천제일병원,N,N,N,N,Y,N,N,N,Y,N,N,N,순천제일병원,49.42281004
3,전라남도순천의료원,061-759-9119,A2600056,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,78,6,2.02E+13,Y,0,3,Y,A2600056,327,전라남도순천의료원,N,N,N,N,Y,N,N,N,N,N,N,N,전라남도순천의료원,45.45346811
3,성가롤로병원,061-720-6119,A2600019,0,N,Y,0,5,2,0,Y,0,Y,0,0,Y,N,0,0,Y,9,100,0,2.02E+13,Y,0,9,Y,A2600019,328,성가롤로병원,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,성가롤로병원,124.1419686
3,의료법인한국의료재단한국병원,061-740-5119,A2600005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,61,7,2.02E+13,Y,0,3,Y,A2600005,329,의료법인한국의료재단한국병원,N,N,N,N,Y,N,Y,N,Y,Y,N,N,의료법인한국의료재단한국병원,56.95466514
3,근로복지공단 순천병원,061-720-7539,A2600012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,2,73,2,2.02E+13,Y,0,3,Y,A2600012,330,근로복지공단,Y,N,N,N,Y,N,Y,N,N,N,N,N,근로복지공단 순천병원,50.49180794
2,여천전남병원,061-690-6118,A2600014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,80,8,2.02E+13,Y,0,5,Y,A2600014,332,여천전남병원,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,여천전남병원,77.58106477
2,의료법인한마음의료재단여수제일병원,061-689-8119,A2600027,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,113,0,2.02E+13,Y,0,2,Y,A2600027,333,의료법인한마음의료재단여수제일병원,N,N,N,N,Y,N,N,N,N,N,N,N,의료법인한마음의료재단여수제일병원,59.90647204
2,여수전남병원,061-640-7119,A2600010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,61,1,2.02E+13,Y,0,3,Y,A2600010,334,여수전남병원,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,여수전남병원,66.06585039
2,의료법인 거명의료재단 영광기독병원,061-350-3080,A2600034,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,81,0,2.02E+13,Y,0,1,Y,A2600034,335,의료법인,N,N,N,N,Y,N,N,N,Y,N,N,N,의료법인 거명의료재단 영광기독병원,51.24432858
1,영광종합병원,061-350-8129,A2600015,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,46,1,2.02E+13,Y,0,3,Y,A2600015,336,영광종합병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,영광종합병원,69.15617875
1,완도대성병원,061-554-9500,A2600032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,62,0,2.02E+13,N1,0,1,Y,A2600032,337,완도대성병원,N,Y,N,N,Y,N,N,N,N,N,N,N,완도대성병원,48.29515762
